"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.4764241744759","88.699785031557","86.245250129459","83.6428420448712","84.6355644478745","70.6728532748071","68.5481524585394","69.3812949640288","70.8678828081813","68.5635497618451","77.9482262703739","78.110599078341","76.7998290963469","78.1847781847782","76.2799016320143","77.5648516008413","83.7861524978089","82.4333259863346","85.3429686877605","84.6065800012219","72.9808028231601","70.4192881238253","71.2555732965576","74.6264053064053","","",
"Africa Eastern and Southern","AFE","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","29.1790676189674","28.5751118967163","25.9122285426214","27.0884656828081","27.3362664531831","30.1119815689879","31.6842080973504","28.4713606792386","23.5243768855214","24.9207456569418","23.2046025558895","22.2164628563998","21.8180671722932","22.8289909830632","22.6757145558685","21.984570245432","21.6452478750798","22.2951679542044","22.7838397206415","24.7055169854155","26.2265687875935","26.1177734923246","25.1771810922015","26.0039413997774","24.5643598080965","29.9896429343157","32.0963498808284","30.6394406894481","29.4538424888795","29.8162850972801","30.8745058393909","31.2884475258705","34.1851149214595","38.3075099969244","34.3610274735485","32.0996849097488","33.4396242891677","33.6738765252877","34.7005518778645","33.437209950365","31.737629422582","29.0600195596709","27.7260793186546","28.9276675814605","28.6430517035103","24.1592764779856",
"Afghanistan","AFG","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","7.02479336623182","8.09716629841498","9.34959330590257","16.8639103340214","18.0555553858025","21.4128034842526","18.571428537415","14.2098270385479","15.2103564269331","14.9842272480072","11.9441077843955","16.1407951985264","18.1058497936081","14.7435907141683","14.8453612226592","14.2723007777117","14.8695654136106","14.8231754979077","13.8720537510231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","20.9581289512264","21.0555642397013","18.0558303618833","18.1651330433847","18.8868095190539","19.9662432558634","18.6738393649929","20.8805594310897","20.165982535825","20.1206638350827","17.8340796079008","19.6710633647314","19.0310557386613","20.9188160746923","22.0554595832608","26.8313057976011","27.1834760914606","26.5287412093731","27.0171348261718","24.1434276749614","24.5092899558519","19.8028881992069","17.3624841361735","15.7274866223256","14.8734041070073","16.4504486569198","15.9546276548179","16.9615472366487","15.6395005451886","17.2332075011245","17.269462703863","18.5208425370065","19.5567707863129","19.4950381393516","19.6915694840524","22.7096265920773","23.9634538661235","28.447873049256","27.5108829282588","22.3391544994043","23.6524785251117","28.8216873611575","27.0302264640556","29.3667684471514","23.560237322563","24.2421929246398","23.4639854092295","27.3799680235762","25.5494244657444","26.3709385687559","27.1794698510124","29.483892000115","25.3394617954391","23.9135279956755","23.5244974375892","22.8369782128204","22.462152612801","22.6561194922216","24.765685774275","25.7845013800357","22.4542351143398",
"Angola","AGO","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.8612782697202","74.946850958953","48.2167466955221","49.5798894342136","45.1995788304369","41.0646943598961","31.1572958281252","40.1542845215112","48.8896794334592","63.6888393251959","42.5805172359653","39.3125594147723","35.8599672014052","36.0648463922967","34.6378962589621","33.1339212916755","25.2456707179877","23.2527213968366","25.5418209299885","24.9447530291035","27.3316321959984",
"Albania","ALB","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","23.5366005935177","22.2899596239822","24.7376437022741","21.558592462639","20.075351594758","19.1144514025886","16.0311247475208","16.1296420781227","19.9184766016104","21.4727330022325","24.0318995737727","28.5857013386048","96.2858807479086","64.5395029570264","41.1188903879182","34.9697653759195","33.2749998482171","35.2283310149598","36.6702827224881","34.1693357010258","43.3388742463348","45.1576071302733","47.5794801481102","46.1731851587618","44.8295956019039","47.8593145289499","49.0574975155692","54.9541941704504","52.1493004309663","49.8541244540949","48.5639609301559","51.9770478184596","47.5726873138455","46.9574279195704","47.1948552195373","44.533646824669","45.8319571961061","46.6244544392929","45.2643136168563","45.313909544671","38.080952627464",
"Andorra","AND","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","21.7115966354605","20.5038751034317","20.8563317481199","23.7275608392334","23.919541751257","31.0314734916689","31.030915251516","36.6383923835479","38.0570976253913","35.1477252005771","34.2091459706028","39.2619758894586","42.4937217377811","40.2805994787686","38.6472506910018","34.3878373603507","32.1636378052269","31.1695927029183","32.6072712127612","36.1079540752018","33.7175525560578","40.0261572191575","33.6346475793637","31.6776862047789","29.1948490004723","30.3237979913714","28.7847948132757","30.8260374388157","32.8823077556451","29.7890019823893","28.0686921868429","31.4680573544161","32.00199668286","34.2631476603707","36.0639079971258","36.3245082856984","35.7046724311589","39.5663566523784","40.6984862488125","42.2076825762245","37.9057283498972","36.8486547431499","37.3354991446711","38.9772131874719","41.5666373574499","44.0214357091076","40.5887555960955","40.7419309086224","38.6944943758232","39.8448857163875","",
"United Arab Emirates","ARE","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.7053546013305","43.5683114306968","46.3769702756087","53.0548827099662","51.9675602523703","50.8428719062721","64.4140553654625","69.6456553241827","73.8086264961866","61.6351137521095","61.5893823753457","64.0028523992429","64.7281648949165","68.9314775001503","74.3508273325776","75.7446341195563","75.4094120309297","66.6806507416209","68.4798395482329","",
"Argentina","ARG","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","7.60404697912324","5.99494531619397","9.38368289056535","7.89045203275027","5.56371407476368","4.15058297228058","4.98968803354159","4.99706414666865","5.40371142251908","6.3987133165299","4.73587740491927","6.60795603425504","6.837877358188","5.70950079036544","6.28900906002225","5.97867249611964","5.92149632801213","7.32639415527493","5.71540643432856","6.32976917431398","6.48369977949523","7.37192799858578","6.52099302139343","5.83614942003836","4.75648611743286","6.27332704995287","6.32405524784407","7.57576406955165","6.21184563577101","6.57938879331971","4.63132240741775","6.07801081056698","8.13279311431564","9.31379991407563","10.6043971410814","10.0910128307854","11.0778716497076","12.7753287418177","12.934446011977","11.5555704475475","11.6360695451767","10.2732473690136","13.370127359396","14.7138051046861","16.8450266849578","17.3053942367662","17.4067852681036","18.2824203070644","18.341772996414","14.4961418494061","16.0371898581987","16.7569458546489","14.2886829096862","14.7167556136651","14.0013150558519","11.7805740385254","13.5667926798789","13.9693177780045","16.5551102873443","15.1879398225576","13.8865054056974",
