"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9691155627948","20.1608822207738","23.5943665259027","21.9759572961856","21.8560806275354","21.410594367642","24.5272039569392","25.1510791366906","24.7097844112769","23.1637001754826","23.130393096836","22.6497695852535","21.6620380260628","21.978021978022","25.3744690364409","27.1558775414817","25.9859772129711","28.1022702226141","26.1933038710376","24.8237312527156","23.2556377781347","23.487580297176","23.0215503751057","23.5598474209043","","",
"Africa Eastern and Southern","AFE","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","9.91487879401609","10.3597558724152","11.1522505343811","10.9424598095033","11.9180125292171","12.4252879159368","12.7630113032288","12.6590129356863","13.0107872580915","13.2790909904053","","","","","","","","","","","14.5589831134283","14.7956405274716","15.2618178926845","14.8930843945257","15.9819609904438","16.5503609641259","16.8755569751012","17.4506276947282","16.3737768577665","16.0754987875852","16.6379524520161","16.9405224259564","17.2943627566566","17.4594943694253","17.0381269491383","15.6274226774369","16.1897021077403","16.287611982905","16.3713977501167","16.1730489316213","16.1288154844911","17.5283227128404","16.9824293020153","17.8020973066291","17.1540558820525","17.2205068295836","16.137527101878","16.222814424902","16.4819794119238","17.5234298109454","16.9836410778163","16.4790687874615","16.417617856418","17.310784498275","16.9597719645874","16.5216264852326","16.4625330971014","16.2775850849878","16.0255717951863","16.0282719361234","17.1711837671796",
"Afghanistan","AFG","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","6.36051503839658","6.32624921850156","6.44791598062062","6.41793252563965","6.99995703787928","7.78797187395174","7.66778103852859","7.26401336759607","7.01414756563094","7.0276482981302","7.02521528931009","7.67493989366891","7.85259610617597","6.87705728845555","5.98378121807018","5.82340032125175","6.16118102491401","6.54304774729686","6.03089949264941","6.38052266648216","6.45522627233809","6.15019384540174","6.09804325446764","8.19314301114615","7.92607235085174","7.78277043107499","10.4206061684108","10.259991075588","10.1054872654162","9.9856008128312","10.4430498402121","10.1557773038374","9.70150979589191","9.38130243754949","9.00615950340946","8.71266236567803","7.90517985961589","8.3844748172455","8.34744576119998","10.1938751844278",
"Angola","AGO","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.1546327243358","19.1305785372378","21.854259210424","14.3120598095328","16.0290371753303","15.3417224061598","15.5369347037304","16.8146114613451","19.8985903407746","17.042343917732","18.2358605300281","17.8426343702592","21.6219487360425","17.9756599893925","16.4328322487885","13.8806820723169","12.9358215152381","10.474544743401","10.0041205703026","8.64761760002305",
"Albania","ALB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","9.3116515041052","8.84353390708875","8.89861279321276","9.09399523742266","9.75153050082957","9.63955140756505","9.61342983715576","9.99617333989332","9.80506206927652","9.13190329724955","19.1885468896252","22.8753325986112","21.4082882933696","14.6384098004022","14.6234019156112","13.8271152568861","9.45360756262286","10.4480734642295","10.8442698256178","11.0556138721917","9.69235791955606","10.6259874787916","11.3350777231701","11.0983969133065","11.2059076895714","11.0312184015481","10.5272493337325","10.4774822838859","10.37896601854","11.1094360972272","11.1573824902648","10.9741932503664","10.8448236223264","11.0254959315846","11.4518361484976","11.1106655221786","11.2692939238419","11.4983728485871","11.2935958761951","11.5183422881582","12.1472307704796",
"Andorra","AND","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","17.2961619813526","17.0154875506347","17.3944017171962","18.0318894590713","14.3231653385968","17.2830585279897","18.3429769312447","18.3954684380236","20.5396616948803","18.6893449061209","16.2993055269","19.2481344784385","22.3361497468199","24.377577552801","23.7142945003121","24.2622593712099","26.6124299913058","25.7756933851532","24.1703418035002","24.2320442267723","21.5304161347514","26.6214498221563","22.8529964665167","19.7706797075732","19.7794064108538","19.2124862464058","19.0009754544886","19.9687317635089","22.0515222616627","19.6533367716354","18.7381008043077","18.4429020312037","18.4107717442534","17.1242972680566","17.1805513278002","15.6971905686401","15.1113662068313","14.8121971324902","13.5809938927982","17.023461164966","16.0168748693257","15.7971012742811","15.8455669490055","16.9660424627433","18.3053068804253","20.6571963732636","19.5126987372137","18.5081690741716","17.8349051763886","18.2881289752096","",
"United Arab Emirates","ARE","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.91402351533425","10.146486288123","9.75023354253255","8.74669751420651","7.87259315554192","6.91782205479066","6.73299787689361","7.2968356174588","10.2341429132446","10.0310717748937","9.95331480073706","9.73043954861727","10.9844278863939","10.9318643707181","12.4285782713718","12.5265106295682","13.2119351826715","11.8192185421443","13.278418951244","",
"Argentina","ARG","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","9.88044509523395","7.78963204832989","12.1923745358372","10.2521949603684","7.22902581011462","8.08948631250583","10.8043385563998","9.73927816603499","9.82935062849218","9.50117537009171","9.74254326207249","10.1462160701663","9.3516969606052","11.5393235681285","13.1532327349931","12.5891776401825","9.42009472794214","9.0154099769469","11.1661116653801","11.0078459556516","","","","","","","","4.7144944990421","4.32191028434568","4.49439596541391","3.13542839161188","3.32176128752774","2.97553802761558","13.5103784728742","13.1869043660659","13.3494556774505","12.5016776609201","12.0620142457633","12.4947749986829","13.7232114149469","13.7841913064131","14.1562743129569","12.235247296692","11.4380567929249","11.114636067696","12.1418612359575","12.4294153726307","12.9893238963619","13.6335132595631","15.903896746884","15.1637178886417","15.6889565165983","16.6454378106252","16.8062377968797","16.9498757371062","18.098379759087","17.6545781863509","17.6968939223042","16.3804876105072","15.7710070023474","16.1762000890541",
