"Country Name","Year","GDP Per Capita PPP","Private Expenditure Consumption (% growth)","Gross Fixed Investment (% growth)","Govt Expenditure Consumption (% GDP)","Exports of G&S (% GDP)","Imports of G&S (% GDP)","Human Development Index","Gross Capital Formation","Net foreign asset","Net FDI (BOP)","Exchange Rate","Total Reserves","Inflation Rate","Govt Effectiveness","Female Adult Mortality Rate","Male Adult Mortality Rate","Real GDP (% growth)","major.event","GDP Per Capita PPP (Year+1)"
"Morocco","2004",4553.55713467899,4.45926353763919,9.15289493121587,17.9050829757389,28.1075991337609,33.4889343396771,0.572,30.9341917932683,143163465898.75,-862403291.0284,8.86801666666667,16646737348.8154,1.49344403381773,-0.1260798,107.571,137.446,4.79701836216324,"0",4793.26702800313
"Morocco","2005",4793.26702800313,3.32550627196878,7.24181191018354,18.5470095999218,30.9191592317607,36.9956952598408,0.58,30.2796072620693,165996519399.999,-1596494477.92054,8.86500833333333,16550639873.5961,0.982641660015965,-0.2798505,99.87,127.118,3.29163968433596,"0",5250.52167643913
"Morocco","2006",5250.52167643913,6.49282362493781,9.99311334314558,17.8416192248279,32.7553597974598,38.740926983056,0.586,30.9023083417041,191536938478.436,-2009915949.59256,8.79558333333333,20790794061.3579,3.28476166954809,-0.155644,92.168,116.79,7.57463164458541,"0",5516.87427112371
"Morocco","2007",5516.87427112371,4.57371389425538,14.3199241727324,17.5145553101787,34.5716800765988,43.9154942628141,0.594,33.8853798279616,208069022836.364,-2193821739.53846,8.19233333333333,24713570214.4397,2.04208512673349,-0.1704507,84.467,106.462,3.53159415154489,"0",5886.67211198563
"Morocco","2008",5886.67211198563,7.54016481700621,15.2096860952088,16.7672070508913,35.7423506783512,49.9304702221466,0.602,39.089125040623,197099166436.207,-2150359074.57182,7.750325,22719558203.8162,3.71484311494066,-0.1756016,81.583,101.002,5.92327768597593,"1",6107.38027064461
"Morocco","2009",6107.38027064461,4.02632002874881,-2.64227559038706,18.2398264222434,28.0031744207951,39.9119285274348,0.608,35.0462201546328,192713523158.877,-1491300236.00916,8.0571,23568387092.7924,0.971862998667619,-0.1404784,78.7,95.541,4.24375732083367,"1",6332.12566680149
"Morocco","2010",6332.12566680149,4.06537943636671,-1.44777095024796,17.9478323375273,32.2330186178348,43.0146159179429,0.616,34.0744101633394,194292710792.775,-660647769.957621,8.41715833333333,23709466593.9932,0.99355740122642,-0.1042416,75.816,90.081,3.8157179167666,"0",6712.32317824853
"Morocco","2011",6712.32317824853,5.50240994538763,7.79467521927606,18.7006829846466,34.7000342650751,48.7267659012507,0.626,35.7770063055055,169795491141.261,-2273339953.13492,8.089875,20167412691.7066,0.906924909691796,-0.1516723,72.932,84.62,5.24569729729485,"0",6702.41832426533
"Morocco","2012",6702.41832426533,4.15529587676977,3.61770912724215,19.8365100762961,34.9295478964619,50.1953693973565,0.635,35.0190651754197,141430904943.249,-2482391450.72453,8.62844458333333,17138210439.2506,1.28712240079215,-0.0592622,70.049,79.16,3.00996126221978,"0",6916.01303173881
"Morocco","2013",6916.01303173881,3.18077074152541,-0.515937628201925,19.8579388210348,32.7776435173172,47.2429150383719,0.644,34.6751336139068,142265913313.179,-2916210628.14207,8.4055039167443,18797794939.8508,1.88065466724083,-0.0352922,68.71,78.038,4.53542420003856,"0",6609.60910787755
